id,name,data_viz_type,direction,key_id,family,classif,area,level,keep,note ,Source,Definition,tag,time series?,default cpage
150,Income group,text,N/A,0,"Legislation Principles and Institutional setting",Production,Resources,System,1,,World Bank (https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bank-country-and-lending-groups),World Bank Country and lending Groups,class,0,
