id,name,data_viz_type,direction,key_id,family,class,area,level,keep,note ,Source,Definition,tag,time series,default
150,Income group (World Bank),text,N/A,0,"Legislation Principles and Institutional setting",Production,Resources,System,1,,World Bank (https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bank-country-and-lending-groups),World Bank Country and Lending Groups,class,0,
